gene_name	gene_id	#ofalleles
CXCR1	3577	2
ARPC2	10109	2
ARPC2	10109	2
GPBAR1	151306	2
AAMP	14	2
PNKD	25953	2
TMBIM1	64114	2
PNKD	25953	2
CATIP	375307	2
CATIP-AS1	101928513	2
SLC11A1	6556	2
CTDSP1	58190	2
CTDSP1	58190	2
VIL1	7429	2
USP37	57695	2
RQCD1	9125	2
PLCD4	84812	2
ZNF142	7701	2
ZNF142	7701	2
BCS1L	617	2
STK36	27148	2
RNF25	64320	2
TTLL4	9654	2
CYP27A1	1593	2
PRKAG3	53632	2
WNT6	7475	2
WNT10A	80326	2
LOC101928537	101928537	2
CDK5R2	8941	2
LINC00608	151300	2
FEV	54738	2
CRYBA2	1412	2
LOC100129175	100129175	2
CCDC108	255101	2
IHH	3549	2
NHEJ1	79840	2
SLC23A3	151295	2
CNPPD1	27013	2
FAM134A	79137	2
ZFAND2B	130617	2
ABCB6	10058	2
ATG9A	79065	2
ANKZF1	55139	2
ANKZF1	55139	2
GLB1L	79411	2
GLB1L	79411	2
STK16	8576	2
STK16	8576	2
TUBA4B	80086	2
TUBA4A	7277	2
TUBA4A	7277	2
DNAJB2	3300	2
PTPRN	5798	2
PTPRN	5798	2
RESP18	389075	2
DNPEP	23549	2
DES	1674	2
SPEG	10290	2
SPEG	10290	2
LOC100996693	100996693	2
GMPPA	29926	2
GMPPA	29926	2
ASIC4	55515	2
CHPF	79586	2
CHPF	79586	2
TMEM198	130612	2
OBSL1	23363	2
INHA	3623	2
STK11IP	114790	2
SLC4A3	6508	2
EPHA4	2043	2
CCDC140	151278	2
PAX3	5077	2
SGPP2	130367	2
FARSB	10056	2
MOGAT1	116255	2
ACSL3	2181	2
KCNE4	23704	2
SCG2	7857	2
AP1S3	130340	2
WDFY1	57590	2
MRPL44	65080	2
SERPINE2	5270	2
SERPINE2	5270	2
SERPINE2	5270	2
FAM124B	79843	2
CUL3	8452	2
CUL3	8452	2
DOCK10	55619	2
DOCK10	55619	2
NYAP2	57624	2
LOC646736	646736	2
IRS1	3667	2
RHBDD1	84236	2
COL4A4	1286	2
COL4A3	1285	2
MFF	56947	2
LOC654841	654841	2
MFF	56947	2
MFF	56947	2
TM4SF20	79853	2
AGFG1	3267	2
C2orf83	56918	2
SLC19A3	80704	2
CCL20	6364	2
DAW1	164781	2
SPHKAP	80309	2
PID1	55022	2
DNER	92737	2
TRIP12	9320	2
TRIP12	9320	2
FBXO36	130888	2
SLC16A14	151473	2
SP110	3431	2
SP110	3431	2
SP140	11262	2
SP140L	93349	2
SP100	6672	2
SP100	6672	2
LOC151475	151475	2
CAB39	51719	2
CAB39	51719	2
ITM2C	81618	2
ITM2C	81618	2
ITM2C	81618	2
LOC151484	151484	2
GPR55	9290	2
SPATA3-AS1	348761	2
SPATA3	130560	2
C2orf72	257407	2
PSMD1	5707	2
HTR2B	3357	2
ARMC9	80210	2
ARMC9	80210	2
B3GNT7	93010	2
NCL	4691	2
LINC00471	151477	2
NMUR1	10316	2
C2orf57	165100	2
PTMA	5757	2
PDE6D	5147	2
COPS7B	64708	2
COPS7B	64708	2
NPPC	4880	2
DIS3L2	129563	2
ALPP	250	2
ECEL1P2	347694	2
ALPPL2	251	2
ALPI	248	2
ECEL1	9427	2
PRSS56	646960	2
CHRND	1144	2
CHRNG	1146	2
TIGD1	200765	2
EIF4E2	9470	2
EFHD1	80303	2
EFHD1	80303	2
GIGYF2	26058	2
GIGYF2	26058	2
KCNJ13	3769	2
C2orf82	389084	2
NGEF	25791	2
NGEF	25791	2
NEU2	4759	2
INPP5D	3635	2
ATG16L1	55054	2
SCARNA5	677775	2
SCARNA6	677772	2
SAG	6295	2
DGKD	8527	2
DGKD	8527	2
USP40	55230	2
UGT1A8	54576	2
UGT1A10	54575	2
UGT1A9	54600	2
UGT1A7	54577	2
UGT1A6	54578	2
UGT1A6	54578	2
UGT1A5	54579	2
UGT1A4	54657	2
UGT1A3	54659	2
DNAJB3	414061	2
LOC100286922	100286922	2
UGT1A1	54658	2
MROH2A	339766	2
HJURP	55355	2
MSL3P1	151507	2
TRPM8	79054	2
SPP2	6694	2
ARL4C	10123	2
ARL4C	10123	2
SH3BP4	23677	2
AGAP1	116987	2
GBX2	2637	2
ASB18	401036	2
IQCA1	79781	2
IQCA1	79781	2
ACKR3	57007	2
COPS8	10920	2
COL6A3	1293	2
MLPH	79083	2
MLPH	79083	2
PRLH	51052	2
RAB17	64284	2
LRRFIP1	9208	2
LRRFIP1	9208	2
RBM44	375316	2
RAMP1	10267	2
UBE2F	140739	2
UBE2F	140739	2
SCLY	51540	2
ESPNL	339768	2
KLHL30	377007	2
FAM132B	151176	2
ILKAP	80895	2
LOC151174	151174	2
LOC643387	643387	2
HES6	55502	2
PER2	8864	2
TRAF3IP1	26146	2
ASB1	51665	2
LINC01107	151171	2
TWIST2	117581	2
FLJ43879	401039	2
MGC16025	85009	2
HDAC4	9759	2
LOC150935	150935	2
NDUFA10	4705	2
OR6B2	389090	2
PRR21	643905	2
OR6B3	150681	2
MYEOV2	150678	2
MYEOV2	150678	2
OTOS	150677	2
GPC1	2817	2
PP14571	100130449	2
ANKMY1	51281	2
DUSP28	285193	2
RNPEPL1	57140	2
CAPN10-AS1	101752400	2
CAPN10	11132	2
GPR35	2859	2
GPR35	2859	2
AQP12B	653437	2
AQP12A	375318	2
KIF1A	547	2
KIF1A	547	2
AGXT	189	2
C2orf54	79919	2
C2orf54	79919	2
LOC200772	200772	2
SNED1	25992	2
MTERF4	130916	2
PASK	23178	2
PPP1R7	5510	2
PPP1R7	5510	2
PASK	23178	2
ANO7	50636	2
HDLBP	3069	2
SEPT2	4735	2
HDLBP	3069	2
SEPT2	4735	2
FARP2	9855	2
STK25	10494	2
STK25	10494	2
STK25	10494	2
BOK	666	2
BOK-AS1	100379249	2
THAP4	51078	2
THAP4	51078	2
ATG4B	23192	2
DTYMK	1841	2
ING5	84289	2
D2HGDH	728294	2
GAL3ST2	64090	2
NEU4	129807	2
NEU4	129807	2
PDCD1	5133	2
RTP5	285093	2
LINC01237	101927289	2
LOC102723927	102723927	2
LOC728323	728323	2
DEFB125	245938	2
DEFB126	81623	2
DEFB127	140850	2
DEFB128	245939	2
DEFB129	140881	2
DEFB132	400830	2
C20orf96	140680	2
ZCCHC3	85364	2
LOC100507459	100507459	2
SOX12	6666	2
NRSN2	80023	2
TRIB3	57761	2
RBCK1	10616	2
TBC1D20	128637	2
CSNK2A1	1457	2
TCF15	6939	2
SRXN1	140809	2
SCRT2	85508	2
SLC52A3	113278	2
FAM110A	83541	2
FAM110A	83541	2
FAM110A	83541	2
FAM110A	83541	2
ANGPT4	51378	2
RSPO4	343637	2
PSMF1	9491	2
PSMF1	9491	2
TMEM74B	55321	2
C20orf202	400831	2
RAD21L1	642636	2
SNPH	9751	2
SDCBP2	27111	2
SDCBP2-AS1	100507495	2
SDCBP2	27111	2
SDCBP2	27111	2
FKBP1A	2280	2
NSFL1C	55968	2
SIRPB2	284759	2
SIRPD	128646	2
SIRPB1	10326	2
LOC101929010	101929010	2
SIRPG	55423	2
LOC100289473	100289473	2
SIRPA	140885	2
SIRPA	140885	2
SIRPA	140885	2
PDYN	5173	2
PDYN	5173	2
PDYN	5173	2
STK35	140901	2
LOC388780	388780	2
TGM3	7053	2
TGM6	343641	2
SNRPB	6628	2
ZNF343	79175	2
ZNF343	79175	2
TMC2	117532	2
NOP56	10528	2
IDH3B	3420	2
EBF4	57593	2
CPXM1	56265	2
C20orf141	128653	2
C20orf141	128653	2
TMEM239	100288797	2
VPS16	64601	2
PCED1A	64773	2
PCED1A	64773	2
PTPRA	5786	2
PTPRA	5786	2
PTPRA	5786	2
GNRH2	2797	2
MRPS26	64949	2
OXT	5020	2
AVP	551	2
UBOX5-AS1	100134015	2
FASTKD5	60493	2
UBOX5	22888	2
LZTS3	9762	2
DDRGK1	65992	2
ITPA	3704	2
ITPA	3704	2
ITPA	3704	2
SLC4A11	83959	2
SLC4A11	83959	2
SLC4A11	83959	2
C20orf194	25943	2
ATRN	8455	2
GFRA4	64096	2
ADAM33	80332	2
SIGLEC1	6614	2
HSPA12B	116835	2
C20orf27	54976	2
C20orf27	54976	2
SPEF1	25876	2
CENPB	1059	2
CDC25B	994	2
CDC25B	994	2
CDC25B	994	2
LOC101929125	101929125	2
AP5S1	55317	2
MAVS	57506	2
PANK2	80025	2
PANK2	80025	2
PANK2	80025	2
RNF24	11237	2
RNF24	11237	2
SMOX	54498	2
LINC01433	728228	2
ADRA1D	146	2
PRNP	5621	2
PRNP	5621	2
PRND	23627	2
PRNT	149830	2
RASSF2	9770	2
RASSF2	9770	2
SLC23A2	9962	2
SLC23A2	9962	2
TMEM230	29058	2
PCNA-AS1	100302739	2
PCNA	5111	2
PCNA	5111	2
CDS2	8760	2
PROKR2	128674	2
LINC00658	100507629	2
LOC643406	643406	2
LINC00654	149837	2
LOC101929207	101929207	2
GPCPD1	56261	2
C20orf196	149840	2
CHGB	1114	2
TRMT6	51605	2
MCM8	84515	2
LOC101929225	101929225	2
CRLS1	54675	2
CRLS1	54675	2
LRRN4	164312	2
FERMT1	55612	2
CASC20	101929244	2
BMP2	650	2
LINC01428	101929265	2
LOC101929312	101929312	2
HAO1	54363	2
TMX4	56255	2
PLCB1	23236	2
PLCB4	5332	2
PLCB4	5332	2
PLCB4	5332	2
LAMP5	24141	2
LAMP5-AS1	101929329	2
PAK7	57144	2
LOC101929371	101929371	2
ANKEF1	63926	2
SNAP25	6616	2
SNAP25-AS1	100131208	2
MKKS	8195	2
MKKS	8195	2
SLX4IP	128710	2
JAG1	182	2
LOC101929395	101929395	2
LOC101929413	101929413	2
LOC339593	339593	2
LINC00687	728450	2
BTBD3	22903	2
BTBD3	22903	2
BTBD3	22903	2
LOC102606466	102606466	2
LOC100505515	100505515	2
LOC101929486	101929486	2
SPTLC3	55304	2
ISM1	140862	2
ISM1-AS1	100505536	2
TASP1	55617	2
ESF1	51575	2
ESF1	51575	2
NDUFAF5	79133	2
SEL1L2	80343	2
SEL1L2	80343	2
MACROD2	140733	2
FLRT3	23767	2
MACROD2-IT1	140848	2
MACROD2-AS1	100379174	2
MACROD2	140733	2
KIF16B	55614	2
SNRPB2	6629	2
OTOR	56914	2
PCSK2	5126	2
PCSK2	5126	2
BFSP1	631	2
BFSP1	631	2
BFSP1	631	2
DSTN	11034	2
RRBP1	6238	2
BANF2	140836	2
BANF2	140836	2
SNX5	27131	2
SNX5	27131	2
MGME1	92667	2
OVOL2	58495	2
PET117	100303755	2
CSRP2BP	57325	2
CSRP2BP	57325	2
ZNF133	7692	2
LINC00851	440757	2
DZANK1	55184	2
POLR3F	10621	2
RBBP9	10741	2
SEC23B	10483	2
SEC23B	10483	2
SEC23B	10483	2
LINC00493	388789	2
DTD1	92675	2
LOC101929526	101929526	2
LINC00652	29075	2
LOC100270804	100270804	2
LINC00652	29075	2
SCP2D1	140856	2
C20orf78	100128496	2
SLC24A3	57419	2
LOC100130264	100130264	2
RIN2	54453	2
RIN2	54453	2
NAA20	51126	2
NAA20	51126	2
CRNKL1	51340	2
C20orf26	26074	2
CRNKL1	51340	2
C20orf26	26074	2
INSM1	3642	2
RALGAPA2	57186	2
KIZ	55857	2
LOC101929591	101929591	2
XRN2	22803	2
NKX2-4	644524	2
NKX2-2	4821	2
LOC101929625	101929625	2
LOC101929608	101929608	2
PAX1	5075	2
LINC01432	100270679	2
LINC01427	101929663	2
LOC284788	284788	2
LINC00261	140828	2
FOXA2	3170	2
FOXA2	3170	2
LINC01384	101929685	2
SSTR4	6754	2
THBD	7056	2
CD93	22918	2
LINC00656	200261	2
NXT1	29107	2
LINC01431	100505683	2
GZF1	64412	2
NAPB	63908	2
CSTL1	128817	2
CST11	140880	2
CST8	10047	2
CST13P	164380	2
CST9L	128821	2
CST9	128822	2
CST3	1471	2
CST4	1472	2
CST1	1469	2
CST2	1470	2
CST5	1473	2
GGTLC1	92086	2
GGTLC1	92086	2
FLJ33581	400839	2
SYNDIG1	79953	2
CST7	8530	2
APMAP	57136	2
ACSS1	84532	2
ACSS1	84532	2
VSX1	30813	2
LOC284798	284798	2
LOC284798	284798	2
LOC284798	284798	2
ENTPD6	955	2
LOC101926889	101926889	2
PYGB	5834	2
ABHD12	26090	2
GINS1	9837	2
NINL	22981	2
NANP	140838	2
ZNF337	26152	2
ZNF337	26152	2
FAM182B	728882	2
FAM182B	728882	2
LOC101926935	101926935	2
LOC101926955	101926955	2
LOC100134868	100134868	2
FAM182A	284800	2
NCOR1P1	149934	2
FRG1B	284802	2
MLLT10P1	140678	2
DEFB115	245929	2
DEFB116	245930	2
DEFB118	117285	2
DEFB119	245932	2
DEFB121	245934	2
DEFB121	245934	2
DEFB122	245935	2
DEFB123	245936	2
DEFB124	245937	2
REM1	28954	2
LINC00028	140875	2
HM13	81502	2
MCTS2P	100101490	2
HM13-AS1	100874042	2
ID1	3397	2
COX4I2	84701	2
BCL2L1	598	2
TPX2	22974	2
MYLK2	85366	2
FOXS1	2307	2
DUSP15	128853	2
DUSP15	128853	2
DUSP15	128853	2
TTLL9	164395	2
PDRG1	81572	2
XKR7	343702	2
CCM2L	140706	2
HCK	3055	2
TM9SF4	9777	2
TSPY26P	128854	2
PLAGL2	5326	2
POFUT1	23509	2
KIF3B	9371	2
ASXL1	171023	2
NOL4L	140688	2
LOC101929698	101929698	2
NOL4L	140688	2
LOC149950	149950	2
C20orf203	284805	2
COMMD7	149951	2
DNMT3B	1789	2
DNMT3B	1789	2
MAPRE1	22919	2
SUN5	140732	2
BPIFB2	80341	2
BPIFB6	128859	2
BPIFB3	359710	2
BPIFB4	149954	2
BPIFA2	140683	2
BPIFA4P	317716	2
BPIFA3	128861	2
BPIFA1	51297	2
BPIFB1	92747	2
CDK5RAP1	51654	2
SNTA1	6640	2
CBFA2T2	9139	2
CBFA2T2	9139	2
C20orf144	128864	2
ACTL10	170487	2
NECAB3	63941	2
E2F1	1869	2
PXMP4	11264	2
ZNF341	84905	2
ZNF341-AS1	101929746	2
CHMP4B	128866	2
RALY	22913	2
RALY-AS1	101926888	2
EIF2S2	8894	2
ASIP	434	2
AHCY	191	2
AHCY	191	2
ITCH	83737	2
DYNLRB1	83658	2
MAP1LC3A	84557	2
MAP1LC3A	84557	2
PIGU	128869	2
TP53INP2	58476	2
NCOA6	23054	2
HMGB3P1	128872	2
GGT7	2686	2
ACSS2	55902	2
ACSS2	55902	2
GSS	2937	2
MYH7B	57644	2
TRPC4AP	26133	2
EDEM2	55741	2
PROCR	10544	2
MMP24	10893	2
MMP24-AS1	101410538	2
EIF6	3692	2
EIF6	3692	2
FAM83C-AS1	140846	2
FAM83C	128876	2
UQCC1	55245	2
GDF5	8200	2
CEP250	11190	2
C20orf173	140873	2
ERGIC3	51614	2
FER1L4	80307	2
SPAG4	6676	2
CPNE1	8904	2
CPNE1	8904	2
RBM12	10137	2
ROMO1	140823	2
NFS1	9054	2
RBM39	9584	2
PHF20	51230	2
SCAND1	51282	2
SCAND1	51282	2
CNBD2	140894	2
LINC00657	647979	2
EPB41L1	2036	2
EPB41L1	2036	2
EPB41L1	2036	2
AAR2	25980	2
DLGAP4	22839	2
DLGAP4	22839	2
DLGAP4	22839	2
MYL9	10398	2
LOC101926987	101926987	2
TGIF2	60436	2
TGIF2	60436	2
TGIF2	60436	2
C20orf24	55969	2
SLA2	84174	2
NDRG3	57446	2
DSN1	79980	2
DSN1	79980	2
SOGA1	140710	2
SOGA1	140710	2
TLDC2	140711	2
SAMHD1	25939	2
RBL1	5933	2
RPN2	6185	2
MROH8	140699	2
GHRH	2691	2
MANBAL	63905	2
SRC	6714	2
SRC	6714	2
NNAT	4826	2
BLCAP	10904	2
BLCAP	10904	2
BLCAP	10904	2
BLCAP	10904	2
LINC00489	100861522	2
LOC100287792	100287792	2
CTNNBL1	56259	2
VSTM2L	128434	2
TTI1	9675	2
RPRD1B	58490	2
TGM2	7052	2
LOC149684	149684	2
KIAA1755	85449	2
BPI	671	2
LBP	3929	2
SNHG17	388796	2
SNHG17	388796	2
SNHG11	128439	2
RALGAPB	57148	2
ADIG	149685	2
ARHGAP40	343578	2
SLC32A1	140679	2
ACTR5	79913	2
PPP1R16B	26051	2
FAM83D	81610	2
DHX35	60625	2
LOC339568	339568	2
LINC01370	100505663	2
MAFB	9935	2
TOP1	7150	2
PLCG1	5335	2
PLCG1-AS1	101927117	2
ZHX3	23051	2
LPIN3	64900	2
EMILIN3	90187	2
CHD6	84181	2
LOC101927159	101927159	2
PTPRT	11122	2
SRSF6	6431	2
L3MBTL1	26013	2
L3MBTL1	26013	2
SGK2	10110	2
SGK2	10110	2
SGK2	10110	2
IFT52	51098	2
MYBL2	4605	2
GTSF1L	149699	2
TOX2	84969	2
TOX2	84969	2
TOX2	84969	2
JPH2	57158	2
OSER1	51526	2
OSER1-AS1	100505783	2
OSER1-AS1	100505783	2
OSER1-AS1	100505783	2
GDAP1L1	78997	2
GDAP1L1	78997	2
FITM2	128486	2
R3HDML	140902	2
HNF4A	3172	2
HNF4A-AS1	101927219	2
HNF4A	3172	2
LINC01430	101927242	2
C20orf62	140834	2
TTPAL	79183	2
SERINC3	10955	2
PKIG	11142	2
PKIG	11142	2
ADA	100	2
LINC01260	79015	2
WISP2	8839	2
KCNK15	60598	2
RIMS4	140730	2
YWHAB	7529	2
PABPC1L	80336	2
TOMM34	10953	2
STK4-AS1	100505826	2
STK4	6789	2
KCNS1	3787	2
WFDC5	149708	2
WFDC12	128488	2
PI3	5266	2
SEMG1	6406	2
SEMG2	6407	2
SLPI	6590	2
RBPJL	11317	2
MATN4	8785	2
MATN4	8785	2
MATN4	8785	2
SDC4	6385	2
SYS1	90196	2
SYS1	90196	2
SYS1-DBNDD2	767557	2
TP53TG5	27296	2
DBNDD2	55861	2
DBNDD2	55861	2
DBNDD2	55861	2
DBNDD2	55861	2
DBNDD2	55861	2
DBNDD2	55861	2
PIGT	51604	2
WFDC2	10406	2
SPINT3	10816	2
WFDC6	140870	2
EPPIN-WFDC6	100526773	2
WFDC8	90199	2
WFDC10A	140832	2
WFDC9	259240	2
WFDC11	259239	2
WFDC13	164237	2
WFDC10B	280664	2
SPINT4	391253	2
WFDC3	140686	2
DNTTIP1	116092	2
UBE2C	11065	2
UBE2C	11065	2
TNNC2	7125	2
SNX21	90203	2
ACOT8	10005	2
ZSWIM3	140831	2
ZSWIM1	90204	2
SPATA25	128497	2
CTSA	5476	2
NEURL2	140825	2
PLTP	5360	2
PLTP	5360	2
PCIF1	63935	2
ZNF335	63925	2
MMP9	4318	2
SLC12A5	57468	2
SLC12A5	57468	2
NCOA5	57727	2
CD40	958	2
CDH22	64405	2
SLC35C2	51006	2
ELMO2	63916	2
ZNF663P	100130934	2
MKRN7P	7686	2
ZNF334	55713	2
OCSTAMP	128506	2
SLC13A3	64849	2
SLC13A3	64849	2
TP53RK	112858	2
SLC2A10	81031	2
EYA2	2139	2
LOC100131496	100131496	2
ZMYND8	23613	2
NCOA3	8202	2
SULF2	55959	2
SULF2	55959	2
LOC101060004	101060004	2
LOC101927457	101927457	2
LINC00494	284749	2
PREX1	57580	2
ARFGEF2	10564	2
LOC102723483	102723483	2
CSE1L	1434	2
STAU1	6780	2
DDX27	55661	2
ZFAS1	441951	2
ZNFX1	57169	2
ZFAS1	441951	2
KCNB1	3745	2
PTGIS	5740	2
B4GALT5	9334	2
SLC9A8	23315	2
SPATA2	9825	2
SPATA2	9825	2
RNF114	55905	2
SNAI1	6615	2
TRERNA1	100887755	2
UBE2V1	7335	2
UBE2V1	7335	2
TMEM189	387521	2
LINC01273	101927541	2
CEBPB	1051	2
LINC01272	100506115	2
LINC01270	284751	2
LINC01271	101927586	2
PTPN1	5770	2
FAM65C	140876	2
LOC100506175	100506175	2
FAM65C	140876	2
PARD6B	84612	2
BCAS4	55653	2
ADNP	23394	2
LOC101927631	101927631	2
ADNP	23394	2
DPM1	8813	2
MOCS3	27304	2
KCNG1	3755	2
NFATC2	4773	2
NFATC2	4773	2
ATP9A	10079	2
SALL4	57167	2
LINC01429	101927678	2
ZFP64	55734	2
LOC101927700	101927700	2
TSHZ2	128553	2
TSHZ2	128553	2
LOC101927770	101927770	2
ZNF217	7764	2
SUMO1P1	391257	2
BCAS1	8537	2
CYP24A1	1591	2
PFDN4	5203	2
DOK5	55816	2
DOK5	55816	2
LINC01440	102723578	2
LINC01441	101927796	2
CBLN4	140689	2
MC3R	4159	2
FAM210B	116151	2
AURKA	6790	2
CSTF1	1477	2
CSTF1	1477	2
CSTF1	1477	2
CASS4	57091	2
CASS4	57091	2
RTFDC1	51507	2
FAM209A	200232	2
GCNT7	140687	2
FAM209B	388799	2
TFAP2C	7022	2
LOC102723590	102723590	2
BMP7	655	2
SPO11	23626	2
RAE1	8480	2
RAE1	8480	2
MTRNR2L3	100462983	2
RBM38	55544	2
CTCFL	140690	2
CTCFL	140690	2
CTCFL	140690	2
CTCFL	140690	2
PCK1	5105	2
ZBP1	81030	2
PMEPA1	56937	2
PMEPA1	56937	2
PMEPA1	56937	2
PMEPA1	56937	2
C20orf85	128602	2
PPP4R1L	55370	2
RAB22A	57403	2
VAPB	9217	2
APCDD1L	164284	2
APCDD1L-AS1	149773	2
STX16-NPEPL1	100534593	2
NPEPL1	79716	2
NPEPL1	79716	2
GNAS	2778	2
GNAS-AS1	149775	2
GNAS	2778	2
GNAS	2778	2
GNAS	2778	2
NELFCD	51497	2
CTSZ	1522	2
TUBB1	81027	2
ATP5E	514	2
SLMO2-ATP5E	100533975	2
ZNF831	128611	2
EDN3	1908	2
PHACTR3	116154	2
PHACTR3	116154	2
LOC100506384	100506384	2
PHACTR3	116154	2
PHACTR3	116154	2
PHACTR3	116154	2
SYCP2	10388	2
FAM217B	63939	2
PPP1R3D	5509	2
FAM217B	63939	2
CDH26	60437	2
CDH26	60437	2
C20orf197	284756	2
LOC729296	729296	2
LOC101928048	101928048	2
LOC100506470	100506470	2
CDH4	1002	2
CDH4	1002	2
CDH4	1002	2
TAF4	6874	2
LSM14B	149986	2
PSMA7	5688	2
SS18L1	26039	2
MTG2	26164	2
HRH3	11255	2
OSBPL2	9885	2
ADRM1	11047	2
LAMA5-AS1	101928158	2
LAMA5	3911	2
RPS21	6227	2
CABLES2	81928	2
RBBP8NL	140893	2
GATA5	140628	2
C20orf166	128826	2
C20orf166-AS1	253868	2
SLCO4A1	28231	2
SLCO4A1-AS1	100127888	2
NTSR1	4923	2
LINC00659	100652730	2
MRGBP	55257	2
OGFR	11054	2
OGFR-AS1	101409261	2
COL9A3	1299	2
DPH3P1	100132911	2
TCFL5	10732	2
DIDO1	11083	2
DIDO1	11083	2
GID8	54994	2
SLC17A9	63910	2
BHLHE23	128408	2
LOC63930	63930	2
LINC00029	100144596	2
LINC01056	100144597	2
HAR1A	768096	2
HAR1B	768097	2
YTHDF1	54915	2
BIRC7	79444	2
FLJ16779	100192386	2
NKAIN4	128414	2
ARFGAP1	55738	2
ARFGAP1	55738	2
COL20A1	57642	2
LOC100130587	100130587	2
CHRNA4	1137	2
KCNQ2	3785	2
EEF1A2	1917	2
PPDPF	79144	2
PTK6	5753	2
SRMS	6725	2
C20orf195	79025	2
HELZ2	85441	2
HELZ2	85441	2
GMEB2	26205	2
STMN3	50861	2
STMN3	50861	2
RTEL1	51750	2
TNFRSF6B	8771	2
ZGPAT	84619	2
ARFRP1	10139	2
ARFRP1	10139	2
ZGPAT	84619	2
LIME1	54923	2
SLC2A4RG	56731	2
ZBTB46	140685	2
ZBTB46-AS1	101928604	2
ABHD16B	140701	2
TPD52L2	7165	2
DNAJC5	80331	2
UCKL1	54963	2
UCKL1-AS1	100113386	2
UCKL1	54963	2
ZNF512B	57473	2
SAMD10	140700	2
PRPF6	24148	2
LINC00176	284739	2
SOX18	54345	2
TCEA2	6919	2
TCEA2	6919	2
RGS19	10287	2
RGS19	10287	2
OPRL1	4987	2
LKAAEAR1	198437	2
OPRL1	4987	2
NPBWR2	2832	2
MYT1	4661	2
PCMTD2	55251	2
LINC00266-1	140849	2
TEKT4P2	100132288	6
TPTE	7179	6
BAGE5	85316	6
BAGE	574	6
ANKRD30BP2	149992	6
LOC102724188	102724188	2
POTED	317754	2
C21orf15	54094	2
ANKRD20A11P	391267	2
LIPI	149998	2
RBM11	54033	2
ABCC13	150000	2
HSPA13	6782	2
SAMSN1	64092	2
SAMSN1-AS1	100874190	2
SAMSN1	64092	2
LOC388813	388813	2
NRIP1	8204	2
USP25	29761	2
LINC00478	388815	2
LINC00478	388815	2
LINC00478	388815	2
C21orf37	100505929	2
CXADR	1525	2
BTG3	10950	2
C21orf91-OT1	246312	2
C21orf91	54149	2
CHODL-AS1	54075	2
CHODL	140578	2
CHODL	140578	2
CHODL	140578	2
TMPRSS15	5651	2
LOC101927797	101927797	2
LINC00320	387486	2
NCAM2	4685	2
RNU6-67P	100873771	2
LINC00317	378828	2
LINC01425	101927821	2
LOC101927843	101927843	2
LINC00308	54143	2
D21S2088E	266917	2
LOC101927869	101927869	2
LOC339622	339622	2
LINC00158	54072	2
LINC00515	282566	2
MRPL39	54148	2
JAM2	58494	2
GABPA	2551	2
GABPA	2551	2
ATP5J	522	2
APP	351	2
APP	351	2
APP	351	2
CYYR1	116159	2
ADAMTS1	9510	2
ADAMTS5	11096	2
LINC00113	54088	2
LINC00314	246705	2
LINC00161	118421	2
N6AMT1	29104	2
LTN1	26046	2
RWDD2B	10069	2
USP16	10600	2
CCT8	10694	2
MAP3K7CL	56911	2
MAP3K7CL	56911	2
MAP3K7CL	56911	2
MAP3K7CL	56911	2
LINC00189	193629	2
BACH1	571	2
BACH1	571	2
BACH1	571	2
BACH1-IT2	100874322	2
GRIK1-AS2	100379661	2
GRIK1-AS1	642976	2
GRIK1	2897	2
CLDN17	26285	2
LINC00307	266919	2
CLDN8	9073	2
KRTAP24-1	643803	2
KRTAP25-1	100131902	2
KRTAP26-1	388818	2
KRTAP27-1	643812	2
KRTAP23-1	337963	2
KRTAP13-2	337959	2
KRTAP13-1	140258	2
KRTAP13-3	337960	2
KRTAP13-4	284827	2
KRTAP15-1	254950	2
KRTAP19-1	337882	2
KRTAP19-2	337969	2
KRTAP19-3	337970	2
KRTAP19-4	337971	2
KRTAP19-5	337972	2
KRTAP19-6	337973	2
KRTAP19-7	337974	2
KRTAP22-2	100288287	2
KRTAP6-3	337968	2
KRTAP6-2	337967	2
KRTAP22-1	337979	2
KRTAP6-1	337966	2
KRTAP20-1	337975	2
KRTAP20-4	100151643	2
KRTAP20-2	337976	2
KRTAP20-3	337985	2
KRTAP21-3	100288323	2
KRTAP21-2	337978	2
KRTAP21-1	337977	2
KRTAP8-1	337879	2
KRTAP7-1	337878	2
KRTAP11-1	337880	2
KRTAP19-8	728299	2
TIAM1	7074	2
SOD1	6647	2
SCAF4	57466	2
HUNK	30811	2
LINC00159	100551499	2
MIS18A	54069	2
MRAP	56246	2
URB1	9875	2
C21orf119	84996	2
EVA1C	59271	2
TCP10L	140290	2
C21orf59	56683	2
C21orf59	56683	2
SYNJ1	8867	2
SYNJ1	8867	2
PAXBP1-AS1	100506215	2
PAXBP1	94104	2
C21orf49	54067	2
C21orf62	56245	2
OLIG2	10215	2
LINC00945	101930746	2
OLIG1	116448	2
LOC101928107	101928107	2
C21orf54	728409	2
IFNAR2	3455	2
IL10RB-AS1	100288432	2
IL10RB	3588	2
IFNAR1	3454	2
IFNGR2	3460	2
TMEM50B	757	2
DNAJC28	54943	2
DNAJC28	54943	2
GART	2618	2
GART	2618	2
GART	2618	2
SON	6651	2
DONSON	29980	2
CRYZL1	9946	2
ITSN1	6453	2
ATP5O	539	2
LINC00649	100506334	2
LOC400863	400863	2
MRPS6	64968	2
LINC00310	114036	2
KCNE2	9992	2
